Customer ID,Cluster,Order Value (1–3),Churn Probability (%),Expected Loss Score (%),Expected Loss (Value 1–3)
CUS000473,1,-1.1741003609006415,73.5,0.0,-0.86
CUS000474,0,-1.1741003609006415,76.7,0.0,-0.9
CUS000475,1,1.2468751766589456,41.7,41.7,0.52
CUS000476,0,-1.1741003609006415,95.8,0.0,-1.12
CUS000477,0,0.036387407879152,96.7,48.3,0.04
CUS000478,1,0.036387407879152,5.2,2.6,0.0
CUS000479,1,-1.1741003609006415,54.7,0.0,-0.64
CUS000480,0,0.036387407879152,89.1,44.6,0.03
CUS000481,2,1.2468751766589456,88.5,88.5,1.1
CUS000482,0,-1.1741003609006415,97.8,0.0,-1.15
CUS000483,2,-1.1741003609006415,94.0,0.0,-1.1
CUS000484,1,-1.1741003609006415,69.1,0.0,-0.81
CUS000485,0,0.036387407879152,37.1,18.6,0.01
CUS000486,2,1.2468751766589456,51.3,51.3,0.64
CUS000487,1,0.036387407879152,8.8,4.4,0.0
CUS000488,2,1.2468751766589456,2.8,2.8,0.04
CUS000489,0,-1.1741003609006415,98.9,0.0,-1.16
CUS000490,2,0.036387407879152,83.3,41.6,0.03
CUS000491,2,1.2468751766589456,38.4,38.4,0.48
CUS000492,2,-1.1741003609006415,100.0,0.0,-1.17
CUS000493,2,1.2468751766589456,82.1,82.1,1.02
CUS000494,2,0.036387407879152,96.3,48.2,0.04
CUS000495,2,1.2468751766589456,99.4,99.4,1.24
CUS000496,2,1.2468751766589456,88.7,88.7,1.11
CUS000497,2,1.2468751766589456,85.3,85.3,1.06
CUS000498,1,1.2468751766589456,0.1,0.1,0.0
CUS000499,1,-1.1741003609006415,88.0,0.0,-1.03
